Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
30/04/2021,IT,Italy,EURO,14314,4009208,288,120544
01/05/2021,IT,Italy,EURO,13445,4022653,263,120807
02/05/2021,IT,Italy,EURO,12964,4035617,226,121033
03/05/2021,IT,Italy,EURO,9145,4044762,144,121177
04/05/2021,IT,Italy,EURO,5946,4050708,256,121433
05/05/2021,IT,Italy,EURO,9113,4059821,305,121738
06/05/2021,IT,Italy,EURO,10579,4070400,267,122005
07/05/2021,IT,Italy,EURO,11798,4082198,258,122263
08/05/2021,IT,Italy,EURO,10549,4092747,207,122470
09/05/2021,IT,Italy,EURO,10174,4102921,224,122694
10/05/2021,IT,Italy,EURO,8289,4111210,139,122833
11/05/2021,IT,Italy,EURO,5077,4116287,198,123031
12/05/2021,IT,Italy,EURO,6943,4123230,251,123282
13/05/2021,IT,Italy,EURO,7848,4131078,262,123544
14/05/2021,IT,Italy,EURO,8082,4139160,201,123745
15/05/2021,IT,Italy,EURO,7562,4146722,182,123927
16/05/2021,IT,Italy,EURO,6652,4153374,136,124063
17/05/2021,IT,Italy,EURO,5748,4159122,93,124156
18/05/2021,IT,Italy,EURO,3454,4162576,140,124296
19/05/2021,IT,Italy,EURO,4449,4167025,201,124497
20/05/2021,IT,Italy,EURO,5500,4172525,149,124646
21/05/2021,IT,Italy,EURO,5736,4178261,164,124810
22/05/2021,IT,Italy,EURO,5215,4183476,218,125028
23/05/2021,IT,Italy,EURO,4714,4188190,125,125153
24/05/2021,IT,Italy,EURO,3993,4192183,72,125225
25/05/2021,IT,Italy,EURO,2489,4194672,110,125335
26/05/2021,IT,Italy,EURO,3220,4197892,166,125501
27/05/2021,IT,Italy,EURO,3935,4201827,121,125622
28/05/2021,IT,Italy,EURO,4143,4205970,171,125793
29/05/2021,IT,Italy,EURO,3737,4209707,126,125919
30/05/2021,IT,Italy,EURO,3348,4213055,83,126002
31/05/2021,IT,Italy,EURO,2948,4216003,44,126046
01/06/2021,IT,Italy,EURO,1818,4217821,82,126128
02/06/2021,IT,Italy,EURO,2483,4220304,93,126221
03/06/2021,IT,Italy,EURO,2896,4223200,62,126283
04/06/2021,IT,Italy,EURO,1963,4225163,59,126342
05/06/2021,IT,Italy,EURO,2556,4227719,73,126415
06/06/2021,IT,Italy,EURO,2434,4230153,57,126472
07/06/2021,IT,Italy,EURO,2275,4232428,51,126523
08/06/2021,IT,Italy,EURO,1270,4233698,65,126588
09/06/2021,IT,Italy,EURO,1894,4235592,102,126690
10/06/2021,IT,Italy,EURO,2198,4237790,77,126767
11/06/2021,IT,Italy,EURO,2078,4239868,88,126855
12/06/2021,IT,Italy,EURO,1892,4241760,69,126924
13/06/2021,IT,Italy,EURO,1722,4243482,52,126976
14/06/2021,IT,Italy,EURO,1390,4244872,26,127002
15/06/2021,IT,Italy,EURO,907,4245779,36,127038
16/06/2021,IT,Italy,EURO,1253,4247032,63,127101
17/06/2021,IT,Italy,EURO,1400,4248432,52,127153
18/06/2021,IT,Italy,EURO,1323,4249755,37,127190
19/06/2021,IT,Italy,EURO,1147,4250902,35,127225
20/06/2021,IT,Italy,EURO,1193,4252095,28,127253
21/06/2021,IT,Italy,EURO,881,4252976,17,127270
22/06/2021,IT,Italy,EURO,484,4253460,21,127291
23/06/2021,IT,Italy,EURO,834,4254294,31,127322
24/06/2021,IT,Italy,EURO,1140,4255434,12,127334
25/06/2021,IT,Italy,EURO,266,4255700,28,127362
26/06/2021,IT,Italy,EURO,751,4256451,56,127418
27/06/2021,IT,Italy,EURO,838,4257289,40,127458
28/06/2021,IT,Italy,EURO,780,4258069,14,127472
29/06/2021,IT,Italy,EURO,387,4258456,28,127500
30/06/2021,IT,Italy,EURO,677,4259133,42,127542
01/07/2021,IT,Italy,EURO,776,4259909,24,127566
02/07/2021,IT,Italy,EURO,879,4260788,21,127587
03/07/2021,IT,Italy,EURO,794,4261582,28,127615
04/07/2021,IT,Italy,EURO,929,4262511,22,127637
05/07/2021,IT,Italy,EURO,806,4263317,12,127649
06/07/2021,IT,Italy,EURO,480,4263797,31,127680
07/07/2021,IT,Italy,EURO,907,4264704,24,127704
08/07/2021,IT,Italy,EURO,1010,4265714,14,127718
09/07/2021,IT,Italy,EURO,1391,4267105,13,127731
10/07/2021,IT,Italy,EURO,1386,4268491,25,127756
11/07/2021,IT,Italy,EURO,1394,4269885,12,127768
12/07/2021,IT,Italy,EURO,1391,4271276,7,127775
13/07/2021,IT,Italy,EURO,887,4272163,13,127788
14/07/2021,IT,Italy,EURO,1530,4273693,20,127808
15/07/2021,IT,Italy,EURO,2153,4275846,23,127831
16/07/2021,IT,Italy,EURO,2473,4278319,9,127840
17/07/2021,IT,Italy,EURO,2895,4281214,11,127851
18/07/2021,IT,Italy,EURO,3118,4284332,13,127864
19/07/2021,IT,Italy,EURO,3126,4287458,3,127867
20/07/2021,IT,Italy,EURO,2070,4289528,7,127874
21/07/2021,IT,Italy,EURO,3555,4293083,10,127884
22/07/2021,IT,Italy,EURO,4254,4297337,21,127905
23/07/2021,IT,Italy,EURO,5056,4302393,15,127920
24/07/2021,IT,Italy,EURO,5142,4307535,17,127937
25/07/2021,IT,Italy,EURO,5138,4312673,5,127942
26/07/2021,IT,Italy,EURO,4742,4317415,7,127949
27/07/2021,IT,Italy,EURO,3115,4320530,22,127971
28/07/2021,IT,Italy,EURO,4516,4325046,24,127995
29/07/2021,IT,Italy,EURO,5693,4330739,15,128010
30/07/2021,IT,Italy,EURO,6167,4336906,19,128029
31/07/2021,IT,Italy,EURO,6613,4343519,18,128047
01/08/2021,IT,Italy,EURO,6509,4350028,16,128063
02/08/2021,IT,Italy,EURO,5320,4355348,2,128065
03/08/2021,IT,Italy,EURO,3185,4358533,23,128088
04/08/2021,IT,Italy,EURO,4841,4363374,27,128115
05/08/2021,IT,Italy,EURO,6590,4369964,21,128136
06/08/2021,IT,Italy,EURO,7224,4377188,27,128163
07/08/2021,IT,Italy,EURO,6599,4383787,24,128187
08/08/2021,IT,Italy,EURO,6897,4390684,22,128209
09/08/2021,IT,Italy,EURO,5733,4396417,11,128220
10/08/2021,IT,Italy,EURO,4200,4400617,22,128242
11/08/2021,IT,Italy,EURO,5624,4406241,31,128273
12/08/2021,IT,Italy,EURO,6921,4413162,31,128304
13/08/2021,IT,Italy,EURO,7267,4420429,30,128334
14/08/2021,IT,Italy,EURO,7398,4427827,45,128379
15/08/2021,IT,Italy,EURO,7181,4435008,34,128413
16/08/2021,IT,Italy,EURO,5661,4440669,19,128432
17/08/2021,IT,Italy,EURO,3669,4444338,24,128456
18/08/2021,IT,Italy,EURO,5268,4449606,54,128510
19/08/2021,IT,Italy,EURO,7159,4456765,69,128579
20/08/2021,IT,Italy,EURO,7240,4464005,55,128634
21/08/2021,IT,Italy,EURO,7220,4471225,49,128683
22/08/2021,IT,Italy,EURO,7466,4478691,45,128728
23/08/2021,IT,Italy,EURO,5922,4484613,23,128751
24/08/2021,IT,Italy,EURO,4166,4488779,44,128795
25/08/2021,IT,Italy,EURO,6078,4494857,60,128855
26/08/2021,IT,Italy,EURO,7539,4502396,59,128914
27/08/2021,IT,Italy,EURO,7215,4509611,43,128957
28/08/2021,IT,Italy,EURO,7823,4517434,45,129002
29/08/2021,IT,Italy,EURO,6858,4524292,54,129056
30/08/2021,IT,Italy,EURO,5954,4530246,37,129093
31/08/2021,IT,Italy,EURO,4253,4534499,53,129146
01/09/2021,IT,Italy,EURO,5492,4539991,75,129221
02/09/2021,IT,Italy,EURO,6496,4546487,69,129290
03/09/2021,IT,Italy,EURO,6754,4553241,62,129352
04/09/2021,IT,Italy,EURO,6729,4559970,58,129410
05/09/2021,IT,Italy,EURO,6156,4566126,56,129466
06/09/2021,IT,Italy,EURO,5314,4571440,49,129515
07/09/2021,IT,Italy,EURO,3347,4574787,52,129567
08/09/2021,IT,Italy,EURO,4715,4579502,71,129638
09/09/2021,IT,Italy,EURO,5921,4585423,69,129707
10/09/2021,IT,Italy,EURO,5518,4590941,59,129766
11/09/2021,IT,Italy,EURO,5617,4596558,62,129828
12/09/2021,IT,Italy,EURO,5191,4601749,57,129885
13/09/2021,IT,Italy,EURO,4664,4606413,34,129919
14/09/2021,IT,Italy,EURO,2792,4609205,36,129955
15/09/2021,IT,Italy,EURO,4009,4613214,72,130027
16/09/2021,IT,Italy,EURO,4826,4618040,73,130100
17/09/2021,IT,Italy,EURO,5115,4623155,67,130167
18/09/2021,IT,Italy,EURO,4544,4627699,66,130233
19/09/2021,IT,Italy,EURO,4576,4632275,51,130284
20/09/2021,IT,Italy,EURO,3836,4636111,26,130310
21/09/2021,IT,Italy,EURO,2405,4638516,44,130354
22/09/2021,IT,Italy,EURO,3374,4641890,67,130421
23/09/2021,IT,Italy,EURO,3963,4645853,67,130488
24/09/2021,IT,Italy,EURO,4053,4649906,63,130551
25/09/2021,IT,Italy,EURO,3790,4653696,52,130603
26/09/2021,IT,Italy,EURO,3519,4657215,50,130653
27/09/2021,IT,Italy,EURO,3099,4660314,44,130697
28/09/2021,IT,Italy,EURO,1773,4662087,45,130742
29/09/2021,IT,Italy,EURO,2962,4665049,65,130807
30/09/2021,IT,Italy,EURO,3212,4668261,63,130870
01/10/2021,IT,Italy,EURO,4094,4672355,51,130921
02/10/2021,IT,Italy,EURO,3403,4675758,52,130973
03/10/2021,IT,Italy,EURO,3309,4679067,25,130998
04/10/2021,IT,Italy,EURO,2967,4682034,33,131031
05/10/2021,IT,Italy,EURO,1612,4683646,37,131068
06/10/2021,IT,Italy,EURO,2463,4686109,50,131118
07/10/2021,IT,Italy,EURO,3232,4689341,39,131157
08/10/2021,IT,Italy,EURO,2933,4692274,41,131198
09/10/2021,IT,Italy,EURO,3017,4695291,30,131228
10/10/2021,IT,Italy,EURO,2747,4698038,46,131274
11/10/2021,IT,Italy,EURO,2278,4700316,27,131301
12/10/2021,IT,Italy,EURO,1516,4701832,34,131335
13/10/2021,IT,Italy,EURO,2486,4704318,49,131384
14/10/2021,IT,Italy,EURO,2769,4707087,37,131421
15/10/2021,IT,Italy,EURO,2666,4709753,40,131461
16/10/2021,IT,Italy,EURO,2729,4712482,42,131503
17/10/2021,IT,Italy,EURO,2982,4715464,14,131517
18/10/2021,IT,Italy,EURO,2435,4717899,24,131541
19/10/2021,IT,Italy,EURO,1594,4719493,44,131585
20/10/2021,IT,Italy,EURO,2695,4722188,70,131655
21/10/2021,IT,Italy,EURO,3699,4725887,33,131688
22/10/2021,IT,Italy,EURO,3791,4729678,36,131724
23/10/2021,IT,Italy,EURO,3879,4733557,39,131763
24/10/2021,IT,Italy,EURO,3905,4737462,39,131802
25/10/2021,IT,Italy,EURO,3723,4741185,24,131826
26/10/2021,IT,Italy,EURO,2535,4743720,30,131856
27/10/2021,IT,Italy,EURO,4053,4747773,48,131904
28/10/2021,IT,Italy,EURO,4595,4752368,50,131954
29/10/2021,IT,Italy,EURO,4863,4757231,50,132004
30/10/2021,IT,Italy,EURO,5332,4762563,33,132037
31/10/2021,IT,Italy,EURO,4877,4767440,37,132074
01/11/2021,IT,Italy,EURO,4525,4771965,26,132100
02/11/2021,IT,Italy,EURO,2818,4774783,20,132120
03/11/2021,IT,Italy,EURO,2831,4777614,41,132161
04/11/2021,IT,Italy,EURO,5188,4782802,63,132224
05/11/2021,IT,Italy,EURO,5902,4788704,59,132283
06/11/2021,IT,Italy,EURO,6761,4795465,51,132334
07/11/2021,IT,Italy,EURO,6760,4802225,31,132365
08/11/2021,IT,Italy,EURO,5822,4808047,20,132385
09/11/2021,IT,Italy,EURO,4547,4812594,38,132423
10/11/2021,IT,Italy,EURO,6111,4818705,68,132491
11/11/2021,IT,Italy,EURO,8033,4826738,60,132551
12/11/2021,IT,Italy,EURO,8697,4835435,67,132618
13/11/2021,IT,Italy,EURO,8522,4843957,68,132686
14/11/2021,IT,Italy,EURO,8539,4852496,53,132739
15/11/2021,IT,Italy,EURO,7565,4860061,36,132775
16/11/2021,IT,Italy,EURO,5199,4865260,44,132819
17/11/2021,IT,Italy,EURO,7815,4873075,74,132893
18/11/2021,IT,Italy,EURO,10167,4883242,72,132965
19/11/2021,IT,Italy,EURO,10645,4893887,69,133034
20/11/2021,IT,Italy,EURO,10554,4904441,48,133082
21/11/2021,IT,Italy,EURO,11540,4915981,49,133131
22/11/2021,IT,Italy,EURO,9707,4925688,46,133177
23/11/2021,IT,Italy,EURO,6403,4932091,70,133247
24/11/2021,IT,Italy,EURO,10044,4942135,83,133330
25/11/2021,IT,Italy,EURO,12450,4954585,85,133415
26/11/2021,IT,Italy,EURO,13756,4968341,71,133486
27/11/2021,IT,Italy,EURO,13681,4982022,51,133537
28/11/2021,IT,Italy,EURO,12869,4994891,90,133627
29/11/2021,IT,Italy,EURO,12927,5007818,47,133674
30/11/2021,IT,Italy,EURO,7972,5015790,65,133739
01/12/2021,IT,Italy,EURO,12757,5028547,89,133828
02/12/2021,IT,Italy,EURO,15073,5043620,103,133931
03/12/2021,IT,Italy,EURO,16810,5060430,72,134003
04/12/2021,IT,Italy,EURO,17015,5077445,74,134077
05/12/2021,IT,Italy,EURO,16627,5094072,75,134152
06/12/2021,IT,Italy,EURO,15010,5109082,43,134195
07/12/2021,IT,Italy,EURO,9494,5118576,92,134287
08/12/2021,IT,Italy,EURO,15742,5134318,99,134386
09/12/2021,IT,Italy,EURO,17946,5152264,86,134472
10/12/2021,IT,Italy,EURO,12516,5164780,79,134551
11/12/2021,IT,Italy,EURO,20490,5185270,118,134669
12/12/2021,IT,Italy,EURO,21035,5206305,96,134765
13/12/2021,IT,Italy,EURO,19212,5225517,66,134831
14/12/2021,IT,Italy,EURO,12704,5238221,98,134929
15/12/2021,IT,Italy,EURO,20665,5258886,120,135049
16/12/2021,IT,Italy,EURO,23190,5282076,129,135178
17/12/2021,IT,Italy,EURO,26104,5308180,123,135301
18/12/2021,IT,Italy,EURO,28615,5336795,120,135421
19/12/2021,IT,Italy,EURO,28057,5364852,123,135544
20/12/2021,IT,Italy,EURO,24303,5389155,97,135641
21/12/2021,IT,Italy,EURO,16205,5405360,137,135778
22/12/2021,IT,Italy,EURO,30783,5436143,153,135931
23/12/2021,IT,Italy,EURO,36326,5472469,146,136077
24/12/2021,IT,Italy,EURO,44585,5517054,168,136245
25/12/2021,IT,Italy,EURO,50590,5567644,141,136386
26/12/2021,IT,Italy,EURO,54787,5622431,144,136530
27/12/2021,IT,Italy,EURO,24882,5647313,81,136611
28/12/2021,IT,Italy,EURO,30799,5678112,142,136753
29/12/2021,IT,Italy,EURO,78300,5756412,190,136943
30/12/2021,IT,Italy,EURO,98016,5854428,148,137091
31/12/2021,IT,Italy,EURO,127000,5981428,156,137247
01/01/2022,IT,Italy,EURO,144255,6125683,155,137402
02/01/2022,IT,Italy,EURO,141352,6267035,111,137513
03/01/2022,IT,Italy,EURO,61041,6328076,133,137646
04/01/2022,IT,Italy,EURO,68034,6396110,140,137786
05/01/2022,IT,Italy,EURO,170837,6566947,259,138045
06/01/2022,IT,Italy,EURO,189088,6756035,231,138276
07/01/2022,IT,Italy,EURO,219430,6975465,198,138474
08/01/2022,IT,Italy,EURO,108297,7083762,223,138697
09/01/2022,IT,Italy,EURO,197535,7281297,184,138881
10/01/2022,IT,Italy,EURO,155642,7436939,157,139038
11/01/2022,IT,Italy,EURO,117405,7554344,227,139265
12/01/2022,IT,Italy,EURO,220519,7774863,294,139559
13/01/2022,IT,Italy,EURO,196205,7971068,313,139872
14/01/2022,IT,Italy,EURO,184577,8155645,316,140188
15/01/2022,IT,Italy,EURO,200869,8356514,360,140548
16/01/2022,IT,Italy,EURO,192936,8549450,308,140856
17/01/2022,IT,Italy,EURO,157465,8706915,248,141104
18/01/2022,IT,Italy,EURO,83387,8790302,287,141391
19/01/2022,IT,Italy,EURO,228123,9018425,434,141825
20/01/2022,IT,Italy,EURO,200966,9219391,380,142205
21/01/2022,IT,Italy,EURO,198865,9418256,385,142590
22/01/2022,IT,Italy,EURO,185600,9603856,373,142963
23/01/2022,IT,Italy,EURO,177335,9781191,333,143296
24/01/2022,IT,Italy,EURO,142487,9923678,227,143523
25/01/2022,IT,Italy,EURO,77666,10001344,352,143875
26/01/2022,IT,Italy,EURO,215051,10216395,469,144344
27/01/2022,IT,Italy,EURO,167166,10383561,426,144770
28/01/2022,IT,Italy,EURO,156040,10539601,389,145159
29/01/2022,IT,Italy,EURO,144347,10683948,378,145537
30/01/2022,IT,Italy,EURO,137427,10821375,377,145914
31/01/2022,IT,Italy,EURO,104110,10925485,235,146149
01/02/2022,IT,Italy,EURO,57631,10983116,349,146498
02/02/2022,IT,Italy,EURO,133306,11116422,427,146925
03/02/2022,IT,Italy,EURO,119323,11235745,395,147320
04/02/2022,IT,Italy,EURO,112956,11348701,414,147734
05/02/2022,IT,Italy,EURO,100900,11449601,433,148167
06/02/2022,IT,Italy,EURO,93192,11542793,375,148542
07/02/2022,IT,Italy,EURO,78943,11621736,229,148771
08/02/2022,IT,Italy,EURO,41602,11663338,326,149097
09/02/2022,IT,Italy,EURO,102429,11765767,415,149512
10/02/2022,IT,Italy,EURO,81669,11847436,384,149896
11/02/2022,IT,Italy,EURO,76195,11923631,325,150221
12/02/2022,IT,Italy,EURO,67478,11991109,334,150555
13/02/2022,IT,Italy,EURO,62221,12053330,269,150824
14/02/2022,IT,Italy,EURO,52345,12105675,191,151015
15/02/2022,IT,Italy,EURO,28776,12134451,281,151296
16/02/2022,IT,Italy,EURO,71023,12205474,388,151684
17/02/2022,IT,Italy,EURO,59869,12265343,278,151962
18/02/2022,IT,Italy,EURO,58055,12323398,320,152282
19/02/2022,IT,Italy,EURO,53700,12377098,314,152596
20/02/2022,IT,Italy,EURO,50675,12427773,252,152848
21/02/2022,IT,Italy,EURO,42202,12469975,141,152989
22/02/2022,IT,Italy,EURO,24484,12494459,201,153190
23/02/2022,IT,Italy,EURO,60137,12554596,322,153512
24/02/2022,IT,Italy,EURO,49162,12603758,252,153764
25/02/2022,IT,Italy,EURO,47493,12651251,249,154013
26/02/2022,IT,Italy,EURO,42069,12693320,193,154206
27/02/2022,IT,Italy,EURO,39360,12732680,210,154416
28/02/2022,IT,Italy,EURO,31878,12764558,144,154560
01/03/2022,IT,Italy,EURO,18278,12782836,207,154767
02/03/2022,IT,Italy,EURO,47136,12829972,233,155000
03/03/2022,IT,Italy,EURO,37946,12867918,214,155214
04/03/2022,IT,Italy,EURO,42588,12910506,185,155399
05/03/2022,IT,Italy,EURO,38353,12948859,210,155609
06/03/2022,IT,Italy,EURO,41364,12990223,173,155782
07/03/2022,IT,Italy,EURO,35889,13026112,105,155887
08/03/2022,IT,Italy,EURO,22662,13048774,130,156017
09/03/2022,IT,Italy,EURO,60753,13109527,184,156201
10/03/2022,IT,Italy,EURO,49815,13159342,156,156357
11/03/2022,IT,Italy,EURO,55156,13214498,136,156493
12/03/2022,IT,Italy,EURO,53961,13268459,156,156649
13/03/2022,IT,Italy,EURO,54669,13323128,133,156782
14/03/2022,IT,Italy,EURO,50079,13373207,86,156868
15/03/2022,IT,Italy,EURO,29698,13402905,129,156997
16/03/2022,IT,Italy,EURO,86414,13489319,180,157177
17/03/2022,IT,Italy,EURO,74147,13563466,137,157314
18/03/2022,IT,Italy,EURO,82368,13645834,128,157442
19/03/2022,IT,Italy,EURO,78577,13724411,165,157607
20/03/2022,IT,Italy,EURO,75768,13800179,85,157692
21/03/2022,IT,Italy,EURO,61564,13861743,93,157785
22/03/2022,IT,Italy,EURO,33445,13895188,119,157904
23/03/2022,IT,Italy,EURO,96904,13992092,197,158101
24/03/2022,IT,Italy,EURO,78358,14070450,153,158254
25/03/2022,IT,Italy,EURO,82648,14153098,182,158436
26/03/2022,IT,Italy,EURO,76397,14229495,146,158582
27/03/2022,IT,Italy,EURO,74616,14304111,118,158700
28/03/2022,IT,Italy,EURO,60612,14364723,82,158782
29/03/2022,IT,Italy,EURO,31560,14396283,95,158877
30/03/2022,IT,Italy,EURO,100296,14496579,177,159054
31/03/2022,IT,Italy,EURO,71411,14567990,170,159224
01/04/2022,IT,Italy,EURO,74364,14642354,159,159383
02/04/2022,IT,Italy,EURO,77040,14719394,154,159537
03/04/2022,IT,Italy,EURO,71412,14790806,129,159666
04/04/2022,IT,Italy,EURO,55009,14845815,118,159784
05/04/2022,IT,Italy,EURO,31329,14877144,125,159909
06/04/2022,IT,Italy,EURO,88914,14966058,194,160103
07/04/2022,IT,Italy,EURO,69885,15035943,149,160252
08/04/2022,IT,Italy,EURO,70123,15106066,150,160402
09/04/2022,IT,Italy,EURO,67641,15173707,144,160546
10/04/2022,IT,Italy,EURO,64421,15238128,112,160658
11/04/2022,IT,Italy,EURO,53920,15292048,90,160748
12/04/2022,IT,Italy,EURO,28705,15320753,115,160863
13/04/2022,IT,Italy,EURO,84056,15404809,169,161032
14/04/2022,IT,Italy,EURO,62586,15467395,155,161187
15/04/2022,IT,Italy,EURO,65617,15533012,149,161336
16/04/2022,IT,Italy,EURO,62290,15595302,133,161469
17/04/2022,IT,Italy,EURO,64533,15659835,133,161602
18/04/2022,IT,Italy,EURO,52253,15712088,85,161687
19/04/2022,IT,Italy,EURO,18588,15730676,79,161766
20/04/2022,IT,Italy,EURO,27326,15758002,127,161893
21/04/2022,IT,Italy,EURO,100440,15858442,205,162098
22/04/2022,IT,Italy,EURO,75995,15934437,166,162264
23/04/2022,IT,Italy,EURO,73744,16008181,202,162466
24/04/2022,IT,Italy,EURO,71028,16079209,143,162609
25/04/2022,IT,Italy,EURO,56848,16136057,79,162688
26/04/2022,IT,Italy,EURO,25282,16161339,93,162781
27/04/2022,IT,Italy,EURO,29984,16191323,146,162927
28/04/2022,IT,Italy,EURO,88431,16279754,186,163113
29/04/2022,IT,Italy,EURO,70034,16349788,131,163244
30/04/2022,IT,Italy,EURO,59395,16409183,133,163377
01/05/2022,IT,Italy,EURO,54017,16463200,130,163507
02/05/2022,IT,Italy,EURO,41591,16504791,105,163612
03/05/2022,IT,Italy,EURO,19068,16523859,124,163736
04/05/2022,IT,Italy,EURO,62409,16586268,153,163889
05/05/2022,IT,Italy,EURO,47643,16633911,152,164041
06/05/2022,IT,Italy,EURO,48715,16682626,138,164179
07/05/2022,IT,Italy,EURO,44364,16726990,125,164304
08/05/2022,IT,Italy,EURO,40783,16767773,113,164417
09/05/2022,IT,Italy,EURO,31225,16798998,72,164489
10/05/2022,IT,Italy,EURO,17421,16816419,84,164573
11/05/2022,IT,Italy,EURO,56199,16872618,158,164731
12/05/2022,IT,Italy,EURO,42683,16915301,115,164846
13/05/2022,IT,Italy,EURO,39483,16954784,130,164976
14/05/2022,IT,Italy,EURO,39029,16993813,115,165091
15/05/2022,IT,Italy,EURO,36334,17030147,91,165182
16/05/2022,IT,Italy,EURO,27726,17057873,62,165244
17/05/2022,IT,Italy,EURO,13776,17071649,102,165346
18/05/2022,IT,Italy,EURO,44901,17116550,148,165494
19/05/2022,IT,Italy,EURO,30927,17147477,136,165630
20/05/2022,IT,Italy,EURO,30722,17178199,108,165738
21/05/2022,IT,Italy,EURO,26818,17205017,89,165827
22/05/2022,IT,Italy,EURO,24246,17229263,91,165918
23/05/2022,IT,Italy,EURO,18289,17247552,34,165952
24/05/2022,IT,Italy,EURO,10021,17257573,80,166032
25/05/2022,IT,Italy,EURO,31860,17289433,118,166150
26/05/2022,IT,Italy,EURO,22999,17312432,114,166264
27/05/2022,IT,Italy,EURO,22636,17335068,107,166371
28/05/2022,IT,Italy,EURO,20051,17355119,105,166476
29/05/2022,IT,Italy,EURO,18622,17373741,66,166542
30/05/2022,IT,Italy,EURO,15136,17388877,27,166569
31/05/2022,IT,Italy,EURO,7846,17396723,62,166631
01/06/2022,IT,Italy,EURO,24687,17421410,66,166697
02/06/2022,IT,Italy,EURO,18822,17440232,59,166756
03/06/2022,IT,Italy,EURO,17718,17457950,79,166835
04/06/2022,IT,Italy,EURO,9692,17467642,40,166875
05/06/2022,IT,Italy,EURO,22809,17490451,47,166922
06/06/2022,IT,Italy,EURO,15522,17505973,27,166949
07/06/2022,IT,Italy,EURO,8616,17514589,70,167019
08/06/2022,IT,Italy,EURO,28547,17543136,70,167089
09/06/2022,IT,Italy,EURO,22925,17566061,80,167169
10/06/2022,IT,Italy,EURO,23534,17589595,73,167242
11/06/2022,IT,Italy,EURO,22012,17611607,63,167305
12/06/2022,IT,Italy,EURO,22458,17634065,60,167365
13/06/2022,IT,Italy,EURO,19310,17653375,26,167391
14/06/2022,IT,Italy,EURO,10668,17664043,41,167432
15/06/2022,IT,Italy,EURO,39844,17703887,73,167505
16/06/2022,IT,Italy,EURO,32809,17736696,48,167553
17/06/2022,IT,Italy,EURO,37068,17773764,64,167617
18/06/2022,IT,Italy,EURO,36170,17809934,41,167658
19/06/2022,IT,Italy,EURO,34971,17844905,45,167703
20/06/2022,IT,Italy,EURO,34255,17879160,18,167721
21/06/2022,IT,Italy,EURO,16905,17896065,59,167780
22/06/2022,IT,Italy,EURO,63264,17959329,62,167842
23/06/2022,IT,Italy,EURO,54873,18014202,50,167892
24/06/2022,IT,Italy,EURO,57432,18071634,75,167967
25/06/2022,IT,Italy,EURO,56410,18128044,51,168018
26/06/2022,IT,Italy,EURO,56873,18184917,40,168058
27/06/2022,IT,Italy,EURO,49325,18234242,44,168102
28/06/2022,IT,Italy,EURO,25019,18259261,63,168165
29/06/2022,IT,Italy,EURO,84161,18343422,69,168234
30/06/2022,IT,Italy,EURO,95455,18438877,60,168294
01/07/2022,IT,Italy,EURO,84234,18523111,59,168353
02/07/2022,IT,Italy,EURO,86900,18610011,72,168425
03/07/2022,IT,Italy,EURO,85943,18695954,63,168488
04/07/2022,IT,Italy,EURO,72917,18768871,57,168545
05/07/2022,IT,Italy,EURO,36885,18805756,59,168604
06/07/2022,IT,Italy,EURO,133015,18938771,94,168698
07/07/2022,IT,Italy,EURO,110017,19048788,72,168770
08/07/2022,IT,Italy,EURO,108386,19157174,94,168864
09/07/2022,IT,Italy,EURO,101863,19259037,105,168969
10/07/2022,IT,Italy,EURO,98901,19357938,93,169062
11/07/2022,IT,Italy,EURO,81563,19439501,44,169106
12/07/2022,IT,Italy,EURO,83761,19523262,127,169233
13/07/2022,IT,Italy,EURO,144058,19667320,157,169390
14/07/2022,IT,Italy,EURO,111591,19778911,106,169496
15/07/2022,IT,Italy,EURO,108632,19887543,105,169601
16/07/2022,IT,Italy,EURO,97936,19985479,134,169735
17/07/2022,IT,Italy,EURO,91384,20076863,111,169846
18/07/2022,IT,Italy,EURO,68996,20145859,79,169925
19/07/2022,IT,Italy,EURO,32051,20177910,112,170037
20/07/2022,IT,Italy,EURO,121103,20299013,176,170213
21/07/2022,IT,Italy,EURO,86801,20385814,157,170370
22/07/2022,IT,Italy,EURO,81535,20467349,157,170527
23/07/2022,IT,Italy,EURO,71667,20539016,155,170682
24/07/2022,IT,Italy,EURO,69174,20608190,116,170798
25/07/2022,IT,Italy,EURO,51875,20660065,77,170875
26/07/2022,IT,Italy,EURO,24117,20684182,104,170979
27/07/2022,IT,Italy,EURO,88651,20772833,253,171232
28/07/2022,IT,Italy,EURO,64400,20837233,207,171439
29/07/2022,IT,Italy,EURO,60826,20898059,199,171638
30/07/2022,IT,Italy,EURO,54417,20952476,244,171882
31/07/2022,IT,Italy,EURO,50297,21002773,121,172003
01/08/2022,IT,Italy,EURO,37252,21040025,83,172086
02/08/2022,IT,Italy,EURO,19520,21059545,121,172207
03/08/2022,IT,Italy,EURO,65099,21124644,190,172397
04/08/2022,IT,Italy,EURO,45956,21170600,171,172568
05/08/2022,IT,Italy,EURO,42959,21213559,161,172729
06/08/2022,IT,Italy,EURO,38215,21251774,175,172904
07/08/2022,IT,Italy,EURO,34997,21286771,158,173062
