Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
08/08/2022,IT,Italy,EURO,26656,21313427,74,173136
09/08/2022,IT,Italy,EURO,11975,21325402,113,173249
10/08/2022,IT,Italy,EURO,43078,21368480,177,173426
11/08/2022,IT,Italy,EURO,31699,21400179,145,173571
12/08/2022,IT,Italy,EURO,28423,21428602,130,173701
13/08/2022,IT,Italy,EURO,26689,21455291,152,173853
14/08/2022,IT,Italy,EURO,24785,21480076,129,173982
15/08/2022,IT,Italy,EURO,19455,21499531,78,174060
16/08/2022,IT,Italy,EURO,9893,21509424,42,174102
17/08/2022,IT,Italy,EURO,8941,21518365,70,174172
18/08/2022,IT,Italy,EURO,36261,21554626,128,174300
19/08/2022,IT,Italy,EURO,27291,21581917,147,174447
20/08/2022,IT,Italy,EURO,24689,21606606,124,174571
21/08/2022,IT,Italy,EURO,24392,21630998,88,174659
22/08/2022,IT,Italy,EURO,19470,21650468,63,174722
23/08/2022,IT,Italy,EURO,10417,21660885,75,174797
24/08/2022,IT,Italy,EURO,35357,21696242,134,174931
25/08/2022,IT,Italy,EURO,25388,21721630,112,175043
26/08/2022,IT,Italy,EURO,23435,21745065,84,175127
27/08/2022,IT,Italy,EURO,21995,21767060,99,175226
28/08/2022,IT,Italy,EURO,21802,21788862,80,175306
29/08/2022,IT,Italy,EURO,17647,21806509,41,175347
30/08/2022,IT,Italy,EURO,8347,21814856,60,175407
31/08/2022,IT,Italy,EURO,31087,21845943,98,175505
01/09/2022,IT,Italy,EURO,21814,21867757,90,175595
02/09/2022,IT,Italy,EURO,20498,21888255,68,175663
03/09/2022,IT,Italy,EURO,19158,21907413,91,175754
04/09/2022,IT,Italy,EURO,17660,21925073,48,175802
05/09/2022,IT,Italy,EURO,13196,21938269,30,175832
06/09/2022,IT,Italy,EURO,6608,21944877,40,175872
07/09/2022,IT,Italy,EURO,24848,21969725,80,175952
08/09/2022,IT,Italy,EURO,17570,21987295,57,176009
09/09/2022,IT,Italy,EURO,17317,22004612,89,176098
10/09/2022,IT,Italy,EURO,15542,22020154,59,176157
11/09/2022,IT,Italy,EURO,15563,22035717,18,176175
12/09/2022,IT,Italy,EURO,12315,22048032,34,176209
13/09/2022,IT,Italy,EURO,6411,22054443,33,176242
14/09/2022,IT,Italy,EURO,23158,22077601,93,176335
15/09/2022,IT,Italy,EURO,18849,22096450,69,176404
16/09/2022,IT,Italy,EURO,17973,22114423,60,176464
17/09/2022,IT,Italy,EURO,17362,22131785,44,176508
18/09/2022,IT,Italy,EURO,17150,22148935,38,176546
19/09/2022,IT,Italy,EURO,12081,22161016,32,176578
20/09/2022,IT,Italy,EURO,8257,22169273,31,176609
21/09/2022,IT,Italy,EURO,28385,22197658,60,176669
22/09/2022,IT,Italy,EURO,21188,22218846,46,176715
23/09/2022,IT,Italy,EURO,22523,22241369,60,176775
24/09/2022,IT,Italy,EURO,21083,22262452,49,176824
25/09/2022,IT,Italy,EURO,22360,22284812,43,176867
26/09/2022,IT,Italy,EURO,18794,22303606,13,176880
27/09/2022,IT,Italy,EURO,10006,22313612,32,176912
28/09/2022,IT,Italy,EURO,44875,22358487,64,176976
29/09/2022,IT,Italy,EURO,36795,22395282,48,177024
30/09/2022,IT,Italy,EURO,37521,22432803,30,177054
01/10/2022,IT,Italy,EURO,34475,22467278,38,177092
02/10/2022,IT,Italy,EURO,33068,22500346,38,177130
03/10/2022,IT,Italy,EURO,28906,22529252,20,177150
04/10/2022,IT,Italy,EURO,13316,22542568,47,177197
05/10/2022,IT,Italy,EURO,60272,22602840,60,177257
06/10/2022,IT,Italy,EURO,45223,22648063,43,177300
07/10/2022,IT,Italy,EURO,44849,22692912,56,177356
08/10/2022,IT,Italy,EURO,44665,22737577,62,177418
09/10/2022,IT,Italy,EURO,43716,22781293,60,177478
10/10/2022,IT,Italy,EURO,34443,22815736,41,177519
11/10/2022,IT,Italy,EURO,15089,22830825,51,177570
12/10/2022,IT,Italy,EURO,65917,22896742,80,177650
13/10/2022,IT,Italy,EURO,47754,22944496,69,177719
14/10/2022,IT,Italy,EURO,45705,22990201,66,177785
15/10/2022,IT,Italy,EURO,40576,23030777,98,177883
16/10/2022,IT,Italy,EURO,38968,23069745,73,177956
17/10/2022,IT,Italy,EURO,30238,23099983,32,177988
18/10/2022,IT,Italy,EURO,14030,23114013,93,178081
19/10/2022,IT,Italy,EURO,58357,23172370,113,178194
20/10/2022,IT,Italy,EURO,41703,23214073,81,178275
21/10/2022,IT,Italy,EURO,40560,23254633,84,178359
22/10/2022,IT,Italy,EURO,36114,23290747,91,178450
23/10/2022,IT,Italy,EURO,31775,23322522,92,178542
24/10/2022,IT,Italy,EURO,25553,23348075,52,178594
25/10/2022,IT,Italy,EURO,11605,23359680,39,178633
26/10/2022,IT,Italy,EURO,48713,23408393,120,178753
27/10/2022,IT,Italy,EURO,35036,23443429,93,178846
28/10/2022,IT,Italy,EURO,31758,23475187,94,178940
29/10/2022,IT,Italy,EURO,29037,23504224,85,179025
30/10/2022,IT,Italy,EURO,26799,23531023,76,179101
31/10/2022,IT,Italy,EURO,18500,23549523,53,179154
01/11/2022,IT,Italy,EURO,7968,23557491,53,179207
02/11/2022,IT,Italy,EURO,31419,23588910,82,179289
03/11/2022,IT,Italy,EURO,14106,23603016,60,179349
04/11/2022,IT,Italy,EURO,38995,23642011,87,179436
05/11/2022,IT,Italy,EURO,28421,23670432,118,179554
06/11/2022,IT,Italy,EURO,26580,23697012,101,179655
07/11/2022,IT,Italy,EURO,20666,23717678,45,179700
08/11/2022,IT,Italy,EURO,10241,23727919,53,179753
09/11/2022,IT,Italy,EURO,38905,23766824,86,179839
10/11/2022,IT,Italy,EURO,28172,23794996,81,179920
11/11/2022,IT,Italy,EURO,28196,23823192,65,179985
12/11/2022,IT,Italy,EURO,27233,23850425,84,180069
13/11/2022,IT,Italy,EURO,27768,23878193,70,180139
14/11/2022,IT,Italy,EURO,22801,23900994,46,180185
15/11/2022,IT,Italy,EURO,11313,23912307,66,180251
16/11/2022,IT,Italy,EURO,47334,23959641,106,180357
17/11/2022,IT,Italy,EURO,36187,23995828,88,180445
18/11/2022,IT,Italy,EURO,35710,24031538,73,180518
19/11/2022,IT,Italy,EURO,34830,24066368,85,180603
20/11/2022,IT,Italy,EURO,32838,24099206,76,180679
21/11/2022,IT,Italy,EURO,25955,24125161,37,180716
22/11/2022,IT,Italy,EURO,12671,24137832,66,180782
23/11/2022,IT,Italy,EURO,50281,24188113,117,180899
24/11/2022,IT,Italy,EURO,35640,24223753,110,181009
25/11/2022,IT,Italy,EURO,36907,24260660,89,181098
26/11/2022,IT,Italy,EURO,34596,24295256,84,181182
27/11/2022,IT,Italy,EURO,32408,24327664,89,181271
28/11/2022,IT,Italy,EURO,23956,24351620,51,181322
29/11/2022,IT,Italy,EURO,12266,24363886,81,181403
30/11/2022,IT,Italy,EURO,50620,24414506,141,181544
01/12/2022,IT,Italy,EURO,36977,24451483,86,181630
02/12/2022,IT,Italy,EURO,36597,24488080,103,181733
03/12/2022,IT,Italy,EURO,33849,24521929,106,181839
04/12/2022,IT,Italy,EURO,33527,24555456,105,181944
05/12/2022,IT,Italy,EURO,25414,24580870,45,181989
06/12/2022,IT,Italy,EURO,12547,24593417,67,182056
07/12/2022,IT,Italy,EURO,49463,24642880,166,182222
08/12/2022,IT,Italy,EURO,35365,24678245,102,182324
09/12/2022,IT,Italy,EURO,31159,24709404,95,182419
10/12/2022,IT,Italy,EURO,11106,24720510,90,182509
11/12/2022,IT,Italy,EURO,33379,24753889,110,182619
12/12/2022,IT,Italy,EURO,23241,24777130,48,182667
13/12/2022,IT,Italy,EURO,11654,24788784,74,182741
14/12/2022,IT,Italy,EURO,42457,24831241,142,182883
15/12/2022,IT,Italy,EURO,27870,24859111,143,183026
16/12/2022,IT,Italy,EURO,24923,24884034,112,183138
17/12/2022,IT,Italy,EURO,23074,24907108,131,183269
18/12/2022,IT,Italy,EURO,20968,24928076,101,183370
19/12/2022,IT,Italy,EURO,16266,24944342,68,183438
20/12/2022,IT,Italy,EURO,8545,24952887,84,183522
21/12/2022,IT,Italy,EURO,28475,24981362,117,183639
22/12/2022,IT,Italy,EURO,20680,25002042,141,183780
23/12/2022,IT,Italy,EURO,19564,25021606,156,183936
24/12/2022,IT,Italy,EURO,19132,25040738,134,184070
25/12/2022,IT,Italy,EURO,19765,25060503,98,184168
26/12/2022,IT,Italy,EURO,15974,25076477,44,184212
27/12/2022,IT,Italy,EURO,4528,25081005,36,184248
28/12/2022,IT,Italy,EURO,8322,25089327,76,184324
29/12/2022,IT,Italy,EURO,29761,25119088,204,184528
30/12/2022,IT,Italy,EURO,24617,25143705,114,184642
31/12/2022,IT,Italy,EURO,24733,25168438,150,184792
01/01/2023,IT,Italy,EURO,24393,25192831,126,184918
02/01/2023,IT,Italy,EURO,17240,25210071,54,184972
03/01/2023,IT,Italy,EURO,5430,25215501,86,185058
04/01/2023,IT,Italy,EURO,27102,25242603,140,185198
05/01/2023,IT,Italy,EURO,19205,25261808,97,185295
06/01/2023,IT,Italy,EURO,17874,25279682,122,185417
07/01/2023,IT,Italy,EURO,16494,25296176,71,185488
08/01/2023,IT,Italy,EURO,4967,25301143,44,185532
09/01/2023,IT,Italy,EURO,13425,25314568,53,185585
10/01/2023,IT,Italy,EURO,5620,25320188,65,185650
11/01/2023,IT,Italy,EURO,20616,25340804,150,185800
12/01/2023,IT,Italy,EURO,12120,25352924,89,185889
13/01/2023,IT,Italy,EURO,10818,25363742,104,185993
14/01/2023,IT,Italy,EURO,9082,25372824,86,186079
15/01/2023,IT,Italy,EURO,8064,25380888,79,186158
16/01/2023,IT,Italy,EURO,5814,25386702,29,186187
17/01/2023,IT,Italy,EURO,3038,25389740,74,186261
18/01/2023,IT,Italy,EURO,11219,25400959,78,186339
19/01/2023,IT,Italy,EURO,7618,25408577,73,186412
20/01/2023,IT,Italy,EURO,7053,25415630,76,186488
21/01/2023,IT,Italy,EURO,6703,25422333,54,186542
22/01/2023,IT,Italy,EURO,5745,25428078,59,186601
23/01/2023,IT,Italy,EURO,3720,25431798,16,186617
24/01/2023,IT,Italy,EURO,2499,25434297,44,186661
25/01/2023,IT,Italy,EURO,8061,25442358,73,186734
26/01/2023,IT,Italy,EURO,5900,25448258,54,186788
27/01/2023,IT,Italy,EURO,5531,25453789,45,186833
28/01/2023,IT,Italy,EURO,4974,25458763,38,186871
29/01/2023,IT,Italy,EURO,6037,25464800,33,186904
30/01/2023,IT,Italy,EURO,3443,25468243,25,186929
31/01/2023,IT,Italy,EURO,1827,25470070,33,186962
01/02/2023,IT,Italy,EURO,7297,25477367,115,187077
02/02/2023,IT,Italy,EURO,5243,25482610,147,187224
03/02/2023,IT,Italy,EURO,5556,25488166,48,187272
04/02/2023,IT,Italy,EURO,0,25488166,0,187272
05/02/2023,IT,Italy,EURO,0,25488166,0,187272
06/02/2023,IT,Italy,EURO,0,25488166,0,187272
07/02/2023,IT,Italy,EURO,0,25488166,0,187272
08/02/2023,IT,Italy,EURO,0,25488166,0,187272
09/02/2023,IT,Italy,EURO,0,25488166,0,187272
